query,rewritten,source,noisy_query
"Who is the author of ""The First Family Detail""?","Who is the writer (author, creator) of the book ""The First Family Detail""?",,"Who is the author of ""The First Family Detail""?"
who was the first british chef to get 3 michelin stars,Who was the first British chef to achieve three Michelin stars (prestigious culinary awards)?,natural_questions,who was the first british chef to get 3 michelin stars
marbella average temperatures,"What are the average temperatures (climate, weather conditions) in Marbella (southern Spain, Costa del Sol)?",ms_marco,mabelal averqgr tmepertues
when did nc state college become nc state university,When did North Carolina State College change its name to North Carolina State University (NCSU)?,natural_questions,when did nc state college become nc state university
where was our souls in the night filmed,"Where was the movie ""Our Souls at Night"" (film, motion picture) shot (filmed, recorded)?",natural_questions,wherew as our soulsin the night filmed
where did the motto virginia is for lovers come from,"What is the origin (source, roots) of the Virginia state motto ""Virginia is for Lovers""?",natural_questions,where did the motto virginia is for livers come from
when is a tornado classified as a tornado,"Under what conditions is a tornado officially categorized (classified, designated) as a tornado?",natural_questions,when is s tornaso classified as a tornado
how many ml in a liter,What is the volume (capacity) in milliliters (ml) of one liter (litre)?,ms_marco,how many ml in a liter
how fast can a sloth go,"What is the maximum speed (velocity, pace) at which a sloth can move (travel, crawl)?",ms_marco,how aft can a lsoh go
where is the next winter olympics going to be held,"Where will the next Winter Olympics take place (be hosted, happen)?",natural_questions,where is the next winter olympics going to be held
What was the purpose of the bipartisan bill introduced by Tulsi Gabbard in 2017?,"What was the objective (goal, intention) of the bipartisan legislation (bill, act) introduced by Tulsi Gabbard in 2017?",,What was the purpose of hte bipartisan bill introduced by Tulsi Gabbard in 2017?
who is the president of north korea and how old is he,"Who is the current leader (president, supreme leader) of North Korea and what is his age (birthdate, years old)?",natural_questions,who is rhe president of nortk rea and how old is he
what is dmo protein,"What is the DMO (DNA modification, DNA methylation) protein's function (role, purpose)?",ms_marco,what isdmo protein
what part of the union jack represents wales,"What symbol (emblem, icon) on the Union Jack flag represents Wales?",natural_questions,what part of the union jack represents wales
the most common presentation of hirschprung disease is which of the following,"What is the most typical (common, frequent) clinical presentation (symptom, manifestation) of Hirschsprung disease (Hirschsprung's disease, congenital megacolon)?",natural_questions,the most common presentation of hirschprung disease is which of the following
3. the drakensberg has the 2nd highest waterfall in africa. what’s it called,"What is the name of the second-highest waterfall (cascade, cataract) in Africa, located in the Drakensberg region?",natural_questions,3. the drakensberg has the 2nd highest waterfall i africa. what’s it called
who defeated the new york jets in the first monday night football game in 1970,"Who defeated the New York Jets in the inaugural Monday Night Football game in 1970 (first-ever, premiere)?",natural_questions,ho defeated the new york jets in te first monday nigg football game in 1970
how did ted's wife die in how i met your mother,"What is the cause (manner, circumstances) of Ted's wife's death (passing, demise) in the TV show ""How I Met Your Mother""?",natural_questions,how did ted's wife die in how i met your mother
how many players on the field for football,What is the number of players (athletes) on the field (pitch) for American football (gridiron)?,natural_questions,how many players on the field for football
what is a dominant scale,"What is a dominant scale (prevailing, main, primary) in music (harmony, melody)?",ms_marco,what is a dominabt scale
what end results was ferdinand was trying to achieve,"What were the ultimate goals (objectives, outcomes) that Ferdinand was attempting to accomplish?",ms_marco,what end results waa ferdinand wss trying to axhieve
"What factors can affect the cost of furnace repair in Bloomfield, NJ?","What factors (elements, influences) can impact the price (expense, cost) of furnace (heating system, boiler) repair in Bloomfield, NJ?",,"What factors can affect the cost of furnace repair in Bloomfield, NJ?"
Who was the exception to the stifling provincialism that limited creative science in America in the century after Benjamin Franklin?,"Who was the notable exception (outlier, anomaly) to the stifling provincialism (narrow-mindedness, parochialism) that limited creative science (innovative research, groundbreaking discoveries) in America during the century following Benjamin Franklin?",,Who was the exception to the stifling provincialism that limited creative science in America in the century after Benjamin Franklin?
how to copy pvr to usb,"How to transfer (copy, move) PVR recordings to a USB drive (flash drive, external hard drive)?",ms_marco,hoe to copy pvr to usb
does delhi have a unicameral or bicameral legislature,"Does Delhi have a unicameral (single-chamber) or bicameral (two-chamber) legislative assembly (parliament, lawmaking body)?",natural_questions,does delhi hvae a unicameral or bicamerallegislature
when did all eyez on me movie come out,"What is the release date of the movie ""All Eyez on Me""?",natural_questions,when did all eyez on me movie coe out
at what age do puppies get teeth,"At what age do puppies develop (grow, emerge) teeth (dental, fangs)?",ms_marco,at what age do puppies get teeth
Who are the parts of the legendary California group that are touring on their own?,"What are the solo projects (side ventures, solo careers) of the former members (artists, musicians) of the legendary California band that are currently touring (performing, on the road)?",,Who are the parts of the leendary California group thata re touring on their own?
what is the scientific name of vitamin b3,"What is the scientific name of niacin (Vitamin B3, nicotinic acid)?",natural_questions,what is tje siecntfic nme of vitammi b3
how to obtain driving licence number,"How to acquire (obtain, get) a driver's license number (ID, identification)?",ms_marco,how to obtain driving licence number
what is bicarbonate used for in dialysis,"What is the role of bicarbonate (sodium bicarbonate, baking soda) in dialysis (kidney treatment, hemodialysis)?",ms_marco,what is bicarbonate used for in dialysis
Who won the Zurich Classic of New Orleans in a playoff?,"Who emerged victorious (won, champion) in the Zurich Classic of New Orleans golf tournament in a playoff (sudden death, tiebreaker)?",,Who won the Zurich Classic of New Orleans in a playoff?
what is the name of russian national anthem,"What is the title (name) of the Russian national hymn (anthem, song)?",natural_questions,what s the nameof russian national anthem
what is a city name in johannesburg,"What are the names of cities (towns, municipalities) located in or near Johannesburg?",ms_marco,wga is a city name in johannwsbueg
when did the british first land in north america,When did the British first establish a settlement (colony) in North America (New World)?,natural_questions,when did the britishfirst land in north america
meaning of i am the alpha and omega,"What is the significance (importance, meaning) of ""I am the Alpha and Omega,"" a phrase (expression, statement) symbolizing (representing, embodying) the beginning and end (start and finish)?",natural_questions,meaning of i am the alpha and omega
where do the chicago bears hold training camp,"Where do the Chicago Bears hold their training camp (practice sessions, preseason workouts)?",natural_questions,where do the chicago bears hold training camp
"What is the purpose of the ""Vacancy Hall"" in the Mercer Warehouse?","What is the function (objective, goal) of the ""Vacancy Hall"" space (area, room) in the Mercer Warehouse building (facility, structure)?",,"What s the purpose of the ""Vacancy Hl"" in the Mwrecr Warehouse?"
What is the author's opinion about purchasing a vacation package instead of searching for individual airfare and hotel deals?,"What is the writer's perspective (viewpoint, stance) on buying a vacation package versus searching for separate airfare and hotel deals?",,What is the author's opinion about purchasing a vacation package instead of searching for individual airfare and hotel deals?
keflex medication uses,"What are the uses (applications, purposes) of Keflex (cephalexin) medication?",ms_marco,keflex medication uses
what is the common name of the northern cardinal,"What is the popular (common, colloquial) name of the northern cardinal (bird, species)?",ms_marco,what is the common name of the northern cardinal
where did red eye gravy get its name,"What is the origin (source, derivation) of the name ""red-eye gravy""?",natural_questions,where did re eye gravy gey its name
What personal toll did Joanna Kerns' newfound success take on her life?,"What personal cost (price, impact) did Joanna Kerns' sudden fame (success, stardom) have on her personal life (well-being, relationships)?",,What personal toll did Joanna Kerns' newfound success take on her life?
average size of leg of lamb,"What is the typical (average, standard) weight or dimension of a leg of lamb (lamb shank, lamb joint)?",ms_marco,average isze of leg of lamb
What did horrorbusiness do after his clutch cable broke?,"What did HorrorBusiness do after his clutch cable snapped (broke, failed)?",,What did horrorbusiness do after his clutch cable broke?
shingles is a condition characterized by pain discoloration of the skin,"What is shingles, a condition marked by pain (aches, soreness) and skin discoloration (hyperpigmentation, rash)?",ms_marco,shingles is a condition characterized by pain discoloration of theskin
average weight gain for girls,"What is the typical (average, normal) weight gain for adolescent girls (females, teenagers)?",ms_marco,average weight gain gorg irls
cost to replace rear wheel bearing,"What is the estimated expense (cost, price) to replace a rear wheel bearing (hub assembly, axle bearing)?",ms_marco,cost to replace rear wheel bearing
sunrise time in mn,"What is the sunrise time (dawn, daybreak) in Minnesota (MN)?",ms_marco,sunrise time in mn
why were luke and leia separated at birth,"What were the reasons (motivations, causes) behind Luke Skywalker and Princess Leia being separated (divided, parted) at birth (infancy, childhood)?",natural_questions,why eerw jukr qmd leu stparated at birth
what is autosock,"What is AutoSock (automatic snow sock, car snow traction mat)?",ms_marco,why is autosock
what are the club shaped structure in lycopodium called,"What are the club-shaped structures (sporophylls, spore-bearing organs) in Lycopodium called?",natural_questions,what are the club shaped structure in lycopodium called
what does organisational development consist of,"What does organizational (corporate, institutional) development consist of (entail, comprise)?",ms_marco,what does organisational development consist of
Who scored a try for Newbridge in the rugby match against Gonzaga?,"Who scored a try (points, goal) for Newbridge in the rugby (football) match against Gonzaga?",,Wjo scored a try for Newbridge in the rugby match against Gonzaga?
thyroid hormone role in healing,"What is the role of thyroid hormone in wound healing (recovery, regeneration) and tissue repair?",ms_marco,thyroid horomner ole in healing
when did the first public kindergarten open in the united states,"When did the first public kindergarten (nursery school, preschool) open in the United States (USA, America)?",natural_questions,when did the first public kindergartem open in the united states
where did the st louis browns move to,"What city did the St. Louis Browns (baseball team) relocate (move, transfer) to?",natural_questions,wher edid the at louis browns move to
dual agency definition,"What is the definition of dual agency (conflict of interest, double representation) in real estate (property, brokerage)?",ms_marco,fial agency defunitipn
What is the author's perspective on grace?,"What is the writer's (author's, novelist's) viewpoint (opinion, stance, perspective) on mercy (grace, forgiveness)?",,What is the author's perspective on grace?
when did herbie the love bug come out,"What year was Herbie the Love Bug (film, movie) released?",natural_questions,when ddi herbie teh love bug coemo ut
what is superior buccal sulcus,"What is the definition (meaning, function) of the superior buccal sulcus (upper cheek groove, facial anatomy)?",ms_marco,what is superipr ubccal sulcus
where is a centriole located in a cell,"Where is a centriole (microtubule-organizing center) typically situated within a cell (organism, organism's body)?",natural_questions,where is a centriole located in a cell
who wrote you make me feel so young,"Who wrote the song ""You Make Me Feel So Young""?",,who wrote you make me feel so young
how do i copy a youtube video to my desktop,"How can I download (transfer, save) a YouTube video to my computer (PC, laptop) desktop?",ms_marco,how do i copy a youtube video to my desktop
a supreme court justice who does not agree with the majority decision can submit,"Here is the rewritten search query:

What is the process for a dissenting Supreme Court justice (judge, magistrate) who disagrees with the majority opinion to submit (file, lodge) a minority report (dissenting opinion, separate opinion)?",natural_questions,a supreme court justice who does not agree with the majority decision can submit
age structure definition,"What is the definition of age structure (demographic composition, population pyramid) in terms of its components and significance?",ms_marco,age structurw definition
when does pokemon ultra sun and moon come out,What is the release date of Pokémon Ultra Sun and Ultra Moon?,natural_questions,whe does pokemon lutra sun and moon come uot
what could darkness represent,"What does darkness symbolize (represent, signify, mean) in literature (fiction, writing) and psychology (mind, emotions)?",ms_marco,what coulddarkness reprtnt
average cost of having a baby at mercy jefferson hospital,"What is the average cost (expense, price) of having a baby (childbirth, delivery) at Mercy Jefferson Hospital (medical facility, healthcare provider)?",ms_marco,average cost o fhaving a baby at mercy jefferson hospital
who played the nun on grounded for life,"Who played the role of the nun on the TV show ""Grounded for Life""?",natural_questions,who lpayed the nun on grounded for life
what does ankh represent,"What does the ankh symbol (emblem, icon) represent in ancient Egyptian culture (religion, mythology)?",ms_marco,wha soes abkh represent
meaning brownish colloid-like material,"What is the definition (significance, interpretation) of the brownish (tawny, tan) colloid-like (gel-like, jelly-like) material?",ms_marco,meaning ronish olloid-like maeial
What was the aim of the study conducted on public health ethics during the COVID-19 pandemic in Turkey?,"What was the objective (goal, purpose) of the research (study, investigation) on public health ethics (principles, morals) during the COVID-19 pandemic (outbreak, crisis) in Turkey?",,What was the aim of the study conducted on public health ethics during the COVID-19 pandemic in Turkey?
where is houston located in the state of texas,"What is the location (position, site) of Houston in the state of Texas?",natural_questions,where is houston located in the state of texas
who is the winner of sa re ga ma pa little champ,Who is the winner of Sa Re Ga Ma Pa Little Champs (Indian singing reality TV show)?,natural_questions,who is the winner of sa re ga ma pa little champ
how long can you marinate a whole chicken for in the fridge,"What is the maximum safe time (duration, period) to marinate a whole chicken in the refrigerator (fridge, cold storage)?",ms_marco,ho wlong can you marinate a whole chicken for in the fridge
how much does it cost to get rid of a fridge freezer,"What is the average cost (price, expense) of disposing (removing, recycling) of a refrigerator (fridge) and freezer (appliance)?",ms_marco,how muvh does it costt o gwt rid of a gridgw freeezr
what is normal telephone wire called,"What is the standard name (designation, term) for ordinary phone cable (telephone cord, wiring)?",ms_marco,whatis normal teephone wie called
What is the exchange rate of US dollars to com in Kyrgyzstan as mentioned in the context?,What is the current exchange rate of US dollars to Kyrgyzstani som (currency) in Kyrgyzstan as mentioned in the context?,,What is tge exchange rate of US doklars to com in Kyrgyzstan as mentioned in the context?
What was the Supreme Court's decision regarding the Indiana law requiring voters to show a photo ID to cast a ballot?,"What was the Supreme Court's ruling (decision, verdict) on the Indiana law mandating (requiring) voters to present a photo identification (ID, picture ID) to exercise their right to vote (cast a ballot)?",,What was the Supreme Court's decision regarding the Indiana law requiring voters to show a photo ID to cast a ballot?
what is concrete mix ratio,"What is the ideal proportion (ratio, mix) of cement, sand, and aggregate in a concrete (cement, mortar) mixture?",ms_marco,waht os comcrete im xrrqio
What is the main feature of the Muviz Mod Apk?,"What is the primary characteristic (key feature, main attraction) of the Muviz Mod Apk?",,What is the main feature of the Muviz Mod Apk?
which global alliance is aeromexico a founding member of,"Which global airline alliance is Aeromexico a founding member of (initiator, pioneer)?",,which global alliance s aeromexico a foundingmemberof
what are your chances of a full recovery from liver cancer,"What are the probabilities (odds, likelihood) of achieving a complete cure (full recovery, remission) from liver cancer (hepatocellular carcinoma)?",ms_marco,what are your chances of a dul lrecovery from liver cancer
ant man amd the wasp after credit scene,"What happens in the post-credits scene (end credits, final scene) of Ant-Man and the Wasp?",natural_questions,ant man amd the awsp after credit scene
average temp by month Riverside ca,"What is the average temperature (thermal reading) by month in Riverside, CA (California)?",ms_marco,averae temp by month Riverside ca
What is one of the ways Marc Sparks helps others according to his career journey?,"How does Marc Sparks support (assist, mentor) others according to his professional (career, entrepreneurial) path?",,What is one of the ways Marc Sparks helps others according to his career journey?
who invented refrigerator & what year was it invented,"Who invented the refrigerator (icebox, cooling unit) and in what year was it patented (created, developed)?",natural_questions,who invented refrigerator & what year was it invented
What was the issue with the longarm machine and how was it resolved?,"What were the problems (issues, difficulties) with the longarm quilting machine and how were they solved (resolved, fixed)?",,What was the issue with the lonharm machime and how was it resolved?
is vail pass open,"Is Vail Pass open (accessible, passable) to traffic (vehicles, motorists) currently (presently, right now)?",ms_marco,si vi alpsss open
when did the windsors come to the throne,"When did the House of Windsor (British royal family) ascend to the throne (monarchy, crown)?",natural_questions,when did the windsors come to the throne
describe the various political group in the legislative assembly,"What are the characteristics of different political parties (factions, blocs) in the legislative assembly (parliament, congress)?",natural_questions,describe the various political group in the legislative assembly
what are the names of two traditional foods in argentina,"What are the names of two traditional (classic, cultural) dishes (cuisine, foods) in Argentina?",ms_marco,whsr are the names of two traditional foods in argentina
What is the purpose of the Google Analytics Individual Qualification (GAIQ)?,"What is the objective (goal, function) of the Google Analytics Individual Qualification (GAIQ) certification?",,Whqt is the purpose of the Google Analytics Individual uQalificatio (GAIQ)?
average temperature of winter in delaware,"What is the typical (average, normal) winter temperature (thermal reading) in Delaware?",ms_marco,average temperature of winter in delaware
average temperature in temperate deciduous forest,"What is the typical (average, normal) temperature range in temperate deciduous (broadleaf, mixed) forests?",ms_marco,average temperature in temperate deciduous forest
what color is amber,"What is the color (hue, shade) of amber (golden yellow, yellow-orange)?",ms_marco,what color is amber
Why will Meghan Markle and Prince Harry not choose Kate and Prince William as godparents for their royal baby?,"Will Meghan Markle and Prince Harry select Kate and Prince William as godparents for their royal child (infant, newborn)?",,Why will Meghan Markle and Prince Harry not choose Kate and Prince William as godparents for their royal baby?
who began his career as lead singer with the gospel group the soul stirrers,"Who was the famous musician who started (began, launched) his career as the lead vocalist (singer, frontman) with the gospel group The Soul Stirrers?",natural_questions,who began his career as lead singer with the gospel group the soul stirrers
what is helichrysum,"What is helichrysum (immortelle, strawflower) essential oil, and what are its benefits (advantages, uses)?",ms_marco,what is helichrysum
what is a sangrita,"What is a sangrita (Mexican drink, beverage) and its traditional ingredients (components, recipe)?",ms_marco,what is a sangrita
how many nectar points do you get per pound,"How many Nectar points are earned per pound (unit of currency, weight) spent?",natural_questions,how many nectar points do you get per pound
when did canada gain their independence from britain,"When did Canada gain independence (self-governance, autonomy) from Great Britain (the UK, England)?",natural_questions,when did cnaada gain their independence from britain
can the gi bill be used on grandchildren,"Can the GI Bill be utilized (applied, used) for the education (tuition, schooling) of grandchildren (grandkids, descendants)?",ms_marco,can the gi bill be used on grandchildren
the blue field on the us flag is called,"What is the name of the blue region (area, section) on the United States flag, also known as the canton (union)?",natural_questions,the blue field on the us flag is called
"Who directed the film ""A Dry White Season"" and what significant event does it depict?","What director was responsible for the movie ""A Dry White Season"" and what notable historical event (incident, occurrence) does it portray (depict, illustrate)?",,"Who directed the film "" ADry Whote Seadon"" and wjat significabt event foes it dwpict?"
who was the actor that played the cowardly lion,"Who played the role of the Cowardly Lion (fearful, timid) in The Wizard of Oz movie?",,wo waa the actor thar played the owardly lion
What are the color themes for the wedding reception party?,"What are the popular color schemes (palettes, motifs) for a wedding reception (ceremony, celebration) party?",,Wha tare the color themes for thw weddimg reception party?
when was the united states air force founded,"When was the United States Air Force (USAF) established (founded, created)?",natural_questions,when was the united sates air force founded
what is romanesque from art class quizlet,"What is Romanesque (Medieval, Byzantine) architecture (style, art) from art class (history, appreciation)?",ms_marco,what is romanesque from art class quizlet
what are the different uses for cocoa nibs,"What are the various applications (uses, purposes) of cocoa nibs (cacao beans, chocolate chips)?",ms_marco,what are the different uses for cocoa nibs
which type of food is stored in fungi,"What type of food (nutrient, nutrient-rich substance) is typically stored in fungi (mushrooms, fungal organisms)?",ms_marco,which type of food is stored in fungi
unsaturated hydrocarbon examples,"What are some examples of unsaturated (non-saturated) hydrocarbons (alkenes, alkynes)?",ms_marco,unsaturated hydrocarbon examples
who beat the texas rangers in the world series,Which team defeated the Texas Rangers in the World Series championships?,,who beat the tezas rangrs in the workd series
where is banyo,"What is the location (position, site) of Banyo?",ms_marco,wherw is banyo
What is a recommended method to manage excess surface oil on the skin throughout the day?,"How can I control (manage, regulate) and reduce excessive (surplus) sebum (oil, grease) production on my skin throughout the day (daily, 24/7)?",,What is a recommended method to manage excess surface oil on the skin throughout the day?
what are the interdependence of environment,"What is the interconnection (interdependence, relationship) between the environment (ecosystem, nature) and what factors (components, elements) affect it?",ms_marco,what are the interdependence of environment
what does the term mean in life insurance,"What does the term ""policyholder"" (insured, beneficiary) mean in the context of life insurance (term life, whole life, permanent life)?",,what does the term mean in life insurance
what is the cost to chip a dog,"What is the price (cost, expense) of microchipping (implanting, identifying) a dog?",ms_marco,what is the cost to chip a dog
what is picante sauce,"What is picante (spicy, hot) sauce, and what are its ingredients?",ms_marco,wht is piacnte sauce
in cooprative banking the borrowers or members are banks,"In cooperative banking, are the borrowers or members considered (acting as, functioning as) banks themselves?",natural_questions,in cooprative banking the borrowers or members are banks
what do i do if my house has termites,"What should I do if my home (house, residence) has a termite (pest, insect) infestation (problem, issue)?",ms_marco,what do i do if my house has termites
who sang the original song while my guitar gently weeps,"Who originally recorded (performed, sang) the song ""While My Guitar Gently Weeps""?",ms_marco,who sang tge original song while my gutar gently weeps
What is the impact of digitalization on the importance of emotional quotient (EQ) in the business world?,"What is the effect (influence, consequence) of digital transformation (digitalization, automation) on the significance (importance, relevance) of emotional intelligence (emotional quotient, EQ) in the corporate (business, professional) world?",,What is the impact of digitalization on the importance of emotional quotient (EQ) in the business world?
what is fundus of eye,"What is the anatomy (structure) of the fundus (retina, posterior eye) of the eye?",ms_marco,what is fundus of eye
what kind of restaurant is pikayo,"What type of cuisine (food, dining) does Pikayo restaurant serve?",ms_marco,what kind of restaurant is pikayo
where is red dog mine located in alaska,"What is the location (site, position) of the Red Dog Mine in Alaska?",natural_questions,where is red doh jine located on alqska
when does a company become a legal entity,"What circumstances (conditions, situations) lead to a company becoming a legal entity (corporation, business organization)?",natural_questions,when does  company bcome al egl entty
who wrote the hymn take my life and let it be,"Who is the author (writer, composer) of the hymn ""Take My Life and Let It Be""?",natural_questions,who wrote the hymn take my lifean let it be
who is known as the father of algebra,"Who is referred to as the founder (originator, patriarch) of algebra (mathematics, equations)?",natural_questions,hwo is known as the fathr o algebra
what type of car is a dodge charger,"What type of vehicle (automobile, motorcar) is a Dodge Charger?",natural_questions,what type of car is a dodge charger
average cost of dental bridge replacement,"What is the typical (average, standard) price (cost, expense) of dental bridge (tooth bridge, pontic) replacement (restoration, renewal)?",ms_marco,averafe ost of denta briag wreplacement
when did west ham move to olympic stadium,What year did West Ham United Football Club relocate to the London Stadium (Olympic Stadium)?,natural_questions,when did west ham move to olympic stadium
who was the english civil war fought between,"What were the English Civil Wars fought between (whom, which parties) the Royalists (Cavaliers, monarchists) and the Parliamentarians (Roundheads, republicans)?",natural_questions,who was the english civil war fought between
nurse practitioner salary indiana,"What is the average salary (compensation, pay) of a nurse practitioner (NP, advanced practice registered nurse) in Indiana (IN)?",ms_marco,nurse practitioner salary indiana
movie where climber cut off arm,"What is the name of the movie where a mountain climber amputates (cuts off, severs) their own arm to escape?",ms_marco,movie where climber ut off arm
first multi purpose river valley project in india,"What is the first multi-purpose (versatile, multi-functional) river valley project in India?",natural_questions,ifrst multu uprpose river valley project in india
what causes piriformis syndrome,"What are the causes (origins, triggers) of piriformis syndrome (piriformis muscle disorder, piriformis tendinitis)?",ms_marco,what cause pirifprmid syndrome
do plant cells have centrioles,"Do plant cells possess centrioles (microtubule-organizing centers, MTOCs)?",ms_marco,dopl anr cells habw centtioles
What method did the person use to declutter their home?,"What techniques (methods, strategies) did the individual employ to organize (declutter, tidy) their residence (home, house)?",,Whqt method did the pwrson use to declutter their home?
what are incretin hormones,"What are incretin hormones (gastrointestinal hormones, gut hormones)?",ms_marco,wat are incretin hrmones
the value of pi can be found as,"How can the value of pi be calculated (determined, computed) or approximated?",natural_questions,the value of pi can be found as
what is a pit bull,"What is a Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, breed of dog)?",ms_marco,what is a pit bull
What are some non-surgical alternatives to a facelift mentioned in the context?,"What are some non-invasive (non-surgical, minimally invasive) alternatives to a facelift (rhytidectomy, facial rejuvenation) mentioned in the context (literature, research, studies)?",,What are some non-surgical alternatives to a facelift mentioned in the context?
mica quartz meaning,"What is the significance (importance, meaning) of mica and quartz in mineralogy (geology, earth sciences)?",ms_marco,mica quartz meaning
the line that divides north and south korea,"What is the demarcation line (border, boundary) that separates North Korea and South Korea?",natural_questions,the line that divides north and south korea
what does basin mean in english,"What does ""basin"" signify (denote, imply) in the English language (vocabulary, terminology)?",ms_marco,what doesb asi nmean in english
what is tyco,"What is Tyco (Tyco International, Tyco Corporation), a multinational conglomerate?",ms_marco,wjat s ittco
who is the secretary of state in arkansas,"Who is the current Secretary of State (Chief Elections Officer, Chief Administrative Officer) in Arkansas?",natural_questions,who is the secretary of state in arkansas
average asking price in scarborough townhomes,"What is the typical (average, median) asking price of townhouses (townhomes, condominiums) in Scarborough?",ms_marco,average askimg prie in scarborough townhimes
Who is the second squad to recruit a Wild Rift team in the South Korea region?,"Which is the second esports team (squad, organization) in the South Korea region to sign (recruit, acquire) a Wild Rift roster (team, lineup)?",,Who is the second squad to recruit a Wild Rift team in the South Korea region?
what does calcium do during muscle contraction quizlet,"What role does calcium (Ca2+) play in muscle contraction (muscle physiology, muscle function)?",ms_marco,what oes calcium do during muscle contraction quizlet
how much does a tooth filling cost,"What is the average cost (price, expense) of a dental filling (tooth restoration, cavity repair)?",ms_marco,how mych does a tooth filling cost
in captain america civil war who rules wakanda,"Who governs (rules, leads) Wakanda in the movie Captain America: Civil War?",natural_questions,in captain america civil war who rules wakanda
who plays nan in american horror story coven,"Who portrays (plays, acts as) Nan in the TV series American Horror Story: Coven?",natural_questions,who plays nan in american horror story coven
What was the monthly inflation rate in October according to the Public Mobilization and Statistical Agency?,"What was the monthly inflation rate in October according to the Public Mobilization and Statistics Agency (Bureau of Statistics, Census Bureau)?",,What was the monthly inflaion rate in October according to the Pbulic Mobilizatoin and Statistical Agency?
who played peter quill in guardians of the galaxy,"Who portrayed (played, acted as) Peter Quill (Star-Lord) in the movie Guardians of the Galaxy?",natural_questions,who played peter quill in guardians of the galaxy
mri scan cost in usa,"What is the average cost (price, expense) of an MRI (Magnetic Resonance Imaging) scan in the USA (United States of America)?",ms_marco,umr csna cso tni usa
Who won the PingPong Tournament hosted at Tti?,"Who was the champion (winner, victor) of the Table Tennis (PingPong) competition (tournament, event) held at Tti?",,Who won the PingPong Tournament hosted at Tti?
who was the 31st president of the united states,"Who was the 31st President (Leader, Head of State) of the United States (America, USA)?",natural_questions,who was the 31st president of the united states
what does the name adriana mean,"What is the origin and significance (meaning, definition) of the name Adriana (Adrianna, Adrienne)?",ms_marco,what does hte name adriana jean
actor who plays george in grey's anatomy,"Who plays the role (character, part) of George O'Malley in the TV show Grey's Anatomy?",natural_questions,actor qho plays gorhe n gtey's anqtomy
Who are the organizers of the Impostor Cities exhibition and what is its main focus?,"What are the curators (organizers, coordinators) of the Impostor Cities exhibition and what is its primary theme (main focus, central concept)?",,Who are the organizers of the Impostor Cities exjibition and what is its main focus?
How many people can the two-bedroom apartments at the Residence Rosa Virginia accommodate?,What is the maximum occupancy (capacity) of the two-bedroom apartments at the Residence Rosa Virginia?,,How many people can the two-bedroom apartments at the Residence Rosa Virginia accommodate?
What is the challenge mentioned in the context?,"What is the obstacle (hurdle, difficulty) referred to in this particular situation (context, circumstance)?",,What is the challenge mentioned in the context?
how long for test enanthate to kick in,"What is the typical onset time (duration, latency) for Testosterone Enanthate to take effect (become active, kick in)?",ms_marco,how long for test enanthate to kick in
what is the collection of satyamev jayate movie,"What is the soundtrack (music, score) collection of the Satyamev Jayate movie (film, motion picture)?",,what is the collection of saryamev jayate movie
who played dr loveless in wild wild west movie,Who played the role of Dr. Miguelito Loveless in the 1999 film adaptation of Wild Wild West?,,who played dr loveless in wild wild west movie
Who was the winner of the 2017 SA Taxi Foundation Art Award and what was the prize?,"What was the identity (name) of the recipient (winner) of the 2017 SA Taxi Foundation Art Award and what was the nature (amount, value) of the award (prize, recognition)?",,Who was the winner of the 2017 SA Taxi Foundation Art Award and what was the prize?
What are the two different sources from which odontoblasts in dental pulp may originate?,"What are the two distinct origins (sources, roots) of odontoblasts (dental pulp cells) in dental pulp, and how do they differ?",,What are the two different sources from which odontoblasts in dental pulp may originate?
how high are the blue mountains in australia,What is the elevation (height) of the Blue Mountains in Australia?,natural_questions,how high are the blue mountains in australia
What inspired the design of the gown worn by Billy Porter at the Oscars?,"What inspired the design of the gown (dress, attire) worn by Billy Porter at the Academy Awards (Oscars ceremony)?",,What inspired the design of the gown worn v Billy Porter at tge Oscars?
the si temperature scale used in science is the brainly,What is the SI temperature scale (unit of measurement) commonly used in science?,ms_marco,the si temperature scale used in csebce is theb rainly
who played jerry lee in walk the line,"Who portrayed (played, acted) Jerry Lee Lewis in the movie Walk the Line?",natural_questions,whp played erry lee in walk the line
when does ellie have her baby in chuck,"When does Ellie give birth (have her baby, become a mother) to her child in the TV show Chuck?",natural_questions,when doea ellie have her baby in chuck
when did the san diego padres change their colors,"When did the San Diego Padres alter their uniform (team, franchise) colors (hues, shades)?",natural_questions,when did the ssn diego apdre schange their colota
what amendment opposed to woman suffrage,"What was the constitutional amendment that opposed (resisted, objected to) women's right to vote (suffrage, enfranchisement)?",ms_marco,wjat anenmdwnt opposed to woma nsuffrage
What was the impact of the jobs data on Canada's main stock index?,"What was the effect (influence, consequence) of the employment (jobs, labor) data on Canada's primary (main, leading) stock market index (S&P/TSX, TSX Composite)?",,What was the impact of thej obs data on Canada's ain stock index?
what is the purpose of an introduction in a report,"What is the function (objective, goal) of an introduction (preface, foreword) in a report (document, paper)?",natural_questions,what is the purpose of an introduction in a report
average interior design fee,"What is the typical (average, standard) cost or rate of interior design services (fees, charges, prices)?",ms_marco,average interior design fee
